course title,course url,course description,Ratings,duration,course level,Course Type,processed_title,processed_description
Developing AI Applications on Azure,https://www.coursera.org/learn/developing-ai-applications-azure,"This course introduces the concepts of Artificial Intelligence and Machine learning. We'll discuss machine learning types and tasks, and machine learning algorithms. You'll  explore Python as a popular programming language for machine learning solutions, including using some scientific ecosystem packages which will help you implement machine learning.   Next, this course introduces the machine learning tools available in Microsoft Azure. We'll review standardized approaches to data analytics and you'll receive specific guidance on Microsoft's Team Data Science Approach. As you go through the course, we'll introduce you to Microsoft's pre-trained and managed machine learning offered as REST API's in their suite of cognitive services. We'll implement solutions using the computer vision API and the facial recognition API, and we'll do sentiment analysis by calling the natural language service.     Using the Azure Machine Learning Service you'll create and use an Azure Machine Learning Worksace.Then you'll train your own model, and you'll deploy and test your model in the cloud. Throughout the course you will perform hands-on exercises to practice your new AI skills. By the end of this course, you will be able to create, implement and deploy machine learning models.",4.3,10.5 total hours,Beginner,Paid,develop ai applic azur,cours introduc concept artifici intellig machin learn discuss machin learn type task machin learn algorithm explor python popular program languag machin learn solut includ use scientif ecosystem packag help implement machin learn next cours introduc machin learn tool avail microsoft azur review standard approach data analyt receiv specif guidanc microsoft team data scienc approach go cours introduc microsoft pre train manag machin learn offer rest api suit cognit servic implement solut use comput vision api facial recognit api sentiment analysi call natur languag servic use azur machin learn servic creat use azur machin learn worksac train model deploy test model cloud throughout cours perform hand exercis practic new ai skill end cours abl creat implement deploy machin learn model
"Blockchain, Cryptoassets, and Decentralized Finance",https://www.coursera.org/learn/blockchain-crypto-decentralized-finance,"Today, large intermediaries establish trust in our economy and control the movement, storage, and allocation of money and assets. The status quo, however, is rife with inefficiencies. In this course, we�ll address the many challenges of the status quo and discuss how cryptoassets, smart contracts, new identity systems, and new financial business models can help overcome them. You�ll learn how blockchain technology empowers individuals, entrepreneurs, and businesses with the tools they need to help level the playing field and to participate in the value they create. By the end of this course, you�ll learn how and why transacting on the blockchain can help us bring about a future that is faster, fairer, and more distributed than the world we inhabit today.",4.7,5 total hours,Beginner,Paid,blockchain cryptoasset decentr financ,today larg intermediari establish trust economi control movement storag alloc money asset statu quo howev rife ineffici cours address mani challeng statu quo discuss cryptoasset smart contract new ident system new financi busi model help overcom learn blockchain technolog empow individu entrepreneur busi tool need help level play field particip valu creat end cours learn transact blockchain help us bring futur faster fairer distribut world inhabit today
Building a Data Science Team,https://www.coursera.org/learn/build-data-science-team,"Data science is a team sport. As a data science executive it is your job to recruit, organize, and manage the team to success. In this one-week course, we will cover how you can find the right people to fill out your data science team, how to organize them to give them the best chance to feel empowered and successful, and how to manage your team as it grows.   This is a focused course designed to rapidly get you up to speed on the process of building and managing a data science team. Our goal was to make this as convenient as possible for you without sacrificing any essential content. We've left the technical information aside so that you can focus on managing your team and moving it forward.  After completing this course you will know.  1. The different roles in the data science team including data scientist and data engineer 2. How the data science team relates to other teams in an organization 3. What are the expected qualifications of different data science team members 4. Relevant questions for interviewing data scientists 5. How to manage the onboarding process for the team 6. How to guide data science teams to success 7. How to encourage and empower data science teams  Commitment: 1 week of study, 4-6 hours  Course cover image by JaredZammit. Creative Commons BY-SA. https://flic.kr/p/5vuWZz",4.5,6.5 total hours,Intermediate,Free,build data scienc team,data scienc team sport data scienc execut job recruit organ manag team success one week cours cover find right peopl fill data scienc team organ give best chanc feel empow success manag team grow focus cours design rapidli get speed process build manag data scienc team goal make conveni possibl without sacrif essenti content left technic inform asid focu manag team move forward complet cours know 1 differ role data scienc team includ data scientist data engin 2 data scienc team relat team organ 3 expect qualif differ data scienc team member 4 relev question interview data scientist 5 manag onboard process team 6 guid data scienc team success 7 encourag empow data scienc team commit 1 week studi 4 6 hour cours cover imag jaredzammit creativ common sa http flic kr p 5vuwzz
Data Science at Scale - Capstone Project,https://www.coursera.org/learn/datasci-capstone,"In the capstone, students will engage on a real world project requiring them to apply skills from the entire data science pipeline: preparing, organizing, and transforming data, constructing a model, and evaluating results.    Through a collaboration with Coursolve, each Capstone project is associated with partner stakeholders who have a vested interest in your results and are eager to deploy them in practice.  These projects will not be straightforward and the outcome is not prescribed -- you will need to tolerate ambiguity and negative results!  But we believe the experience will be rewarding and will better prepare you for data science projects in practice.",3.8,17.5 total hours,Advanced,Free,data scienc scale capston project,capston student engag real world project requir appli skill entir data scienc pipelin prepar organ transform data construct model evalu result collabor coursolv capston project associ partner stakehold vest interest result eager deploy practic project straightforward outcom prescrib need toler ambigu neg result believ experi reward better prepar data scienc project practic
Data Science Math Skills,https://www.coursera.org/learn/datasciencemathskills,"Data science courses contain math�no avoiding that! This course is designed to teach learners the basic math you will need in order to be successful in almost any data science math course and was created for learners who have basic math skills but may not have taken algebra or pre-calculus. Data Science Math Skills introduces the core math that data science is built upon, with no extra complexity, introducing unfamiliar ideas and math symbols one-at-a-time.   Learners who complete this course will master the vocabulary, notation, concepts, and algebra rules that all data scientists must know before moving on to more Advanced material.  Topics include: ~Set theory, including Venn diagrams ~Properties of the real number line ~Interval notation and algebra with inequalities ~Uses for summation and Sigma notation ~Math on the Cartesian (x,y) plane, slope and distance formulas ~Graphing and describing functions and their inverses on the x-y plane, ~The concept of instantaneous rate of change and tangent lines to a curve ~Exponents, logarithms, and the natural log function. ~Probability theory, including Bayes� theorem.  While this course is intended as a general introduction to the math skills needed for data science, it can be considered a prerequisite for learners interested in the course, ""Mastering Data Analysis in Excel,"" which is part of the Excel to MySQL Data Science Specialization.  Learners who master Data Science Math Skills will be fully prepared for success with the more Advanced math concepts introduced in ""Mastering Data Analysis in Excel.""   Good luck and we hope you enjoy the course!",4.4,10 total hours,Conversant,Free,data scienc math skill,data scienc cours contain math avoid cours design teach learner basic math need order success almost data scienc math cours creat learner basic math skill may taken algebra pre calculu data scienc math skill introduc core math data scienc built upon extra complex introduc unfamiliar idea math symbol one time learner complet cours master vocabulari notat concept algebra rule data scientist must know move advanc materi topic includ set theori includ venn diagram properti real number line interv notat algebra inequ use summat sigma notat math cartesian x plane slope distanc formula graph describ function invers x plane concept instantan rate chang tangent line curv expon logarithm natur log function probabl theori includ bay theorem cours intend gener introduct math skill need data scienc consid prerequisit learner interest cours master data analysi excel part excel mysql data scienc special learner master data scienc math skill fulli prepar success advanc math concept introduc master data analysi excel good luck hope enjoy cours
Business Application of Machine Learning and Artificial Intelligence in Healthcare,https://www.coursera.org/learn/artificialintelligence-in-healthcare,"The future of healthcare is becoming dependent on our ability to integrate Machine Learning and Artificial Intelligence into our organizations. But it is not enough to recognize the opportunities of AI; we as leaders in the healthcare industry have to first determine the best use for these applications ensuring that we focus our investment on solving problems that impact the bottom line.   Throughout these four modules we will examine the use of decision support, journey mapping, predictive analytics, and embedding Machine Learning and Artificial Intelligence into the healthcare industry. By the end of this course you will be able to:  1. Determine the factors involved in decision support that can improve business performance across the provider/payer ecosystem.  2. Identify opportunities for business applications in healthcare by applying journey mapping and pain point analysis in a real world context.  3. Identify differences in methods and techniques in order to appropriately apply to pain points using case studies.  4. Critically assess the opportunities to leverage decision support in adapting to trends in the industry.",3.8,33 total hours,Intermediate,Free,busi applic machin learn artifici intellig healthcar,futur healthcar becom depend abil integr machin learn artifici intellig organ enough recogn opportun ai leader healthcar industri first determin best use applic ensur focu invest solv problem impact bottom line throughout four modul examin use decis support journey map predict analyt embed machin learn artifici intellig healthcar industri end cours abl 1 determin factor involv decis support improv busi perform across provid payer ecosystem 2 identifi opportun busi applic healthcar appli journey map pain point analysi real world context 3 identifi differ method techniqu order appropri appli pain point use case studi 4 critic assess opportun leverag decis support adapt trend industri
"Planning, Auditing and Maintaining Enterprise Systems",https://www.coursera.org/learn/planning-auditing-maintaining-enterprise-systems,"Good system management not only requires managing the systems themselves, but requires careful planning to make systems interact with each other, auditing of the systems once the systems are built, and proactive maintenance of all systems.  Organizations also rely on organizational policies, such as Acceptable Use Policies to bolster the technical aspect of system management.   This course explores many of the behind the scenes requirements of good system management.  The first half of the course covers how to build security into system management process and the organization policies necessary for any enterprise to follow.  The latter half of the course focuses on auditing and maintenance of systems once they have been designed, and implemented.   By the end of the course you should be able to design and construct organizational policies based on a set of requirements, audit a system based on those requirements, and make sure systems adhere technically to the set of requirements.",4.6,15 total hours,Beginner,Free,plan audit maintain enterpris system,good system manag requir manag system requir care plan make system interact audit system system built proactiv mainten system organ also reli organiz polici accept use polici bolster technic aspect system manag cours explor mani behind scene requir good system manag first half cours cover build secur system manag process organ polici necessari enterpris follow latter half cours focus audit mainten system design implement end cours abl design construct organiz polici base set requir audit system base requir make sure system adher technic set requir
Introduction to Machine Learning,https://www.coursera.org/learn/machine-learning-duke,"This course will provide you a foundational understanding of machine learning models (logistic regression, multilayer perceptrons, convolutional neural networks, natural language processing, etc.) as well as demonstrate how these models can solve complex problems in a variety of industries, from medical diagnostics to image recognition to text prediction. In addition, we have designed practice exercises that will give you hands-on experience implementing these data science models on data sets. These practice exercises will teach you how to implement machine learning algorithms with PyTorch, open source libraries used by leading tech companies in the machine learning field (e.g., Google, NVIDIA, CocaCola, eBay, Snapchat, Uber and many more).",4.6,63.5 total hours,Beginner,Free,introduct machin learn,cours provid foundat understand machin learn model logist regress multilay perceptron convolut neural network natur languag process etc well demonstr model solv complex problem varieti industri medic diagnost imag recognit text predict addit design practic exercis give hand experi implement data scienc model data set practic exercis teach implement machin learn algorithm pytorch open sourc librari use lead tech compani machin learn field e g googl nvidia cocacola ebay snapchat uber mani
Production Machine Learning Systems,https://www.coursera.org/learn/gcp-production-ml-systems,"In the second course of this specialization, we will dive into the components and best practices of a high-performing ML system in production environments.   Prerequisites: Basic SQL, familiarity with Python and TensorFlow",4.6,14.5 total hours,Beginner,Free,product machin learn system,second cours special dive compon best practic high perform ml system product environ prerequisit basic sql familiar python tensorflow
Getting Started with Power BI Desktop,https://www.coursera.org/learn/power-bi-desktop,"In this 2-hour long project-based course, you will learn the basics of using Power BI Desktop software. We will do this by analyzing data on credit card defaults with Power BI Desktop. Power BI Desktop is a free Business Intelligence application from Microsoft that lets you load, transform, and visualize data. You can create interactive reports and dashboards quite easily, and quickly. We will learn some of the basics of Power BI by importing, transforming, and visualizing the data.  This course is aimed at learners who are looking to get started with the Power BI Desktop software. There are no hard prerequisites and any competent computer user should be able to complete the project successfully.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",4.7,12 total hours,Conversant,Free,get start power bi desktop,2 hour long project base cours learn basic use power bi desktop softwar analyz data credit card default power bi desktop power bi desktop free busi intellig applic microsoft let load transform visual data creat interact report dashboard quit easili quickli learn basic power bi import transform visual data cours aim learner look get start power bi desktop softwar hard prerequisit compet comput user abl complet project success note cours work best learner base north america region current work provid experi region
Machine Learning: Clustering & Retrieval,https://www.coursera.org/learn/ml-clustering-and-retrieval,"Case Studies: Finding Similar Documents  A reader is interested in a specific news article and you want to find similar articles to recommend.  What is the right notion of similarity?  Moreover, what if there are millions of other documents?  Each time you want to a retrieve a new document, do you need to search through all other documents?  How do you group similar documents together?  How do you discover new, emerging topics that the documents cover?     In this third case study, finding similar documents, you will examine similarity-based algorithms for retrieval.  In this course, you will also examine structured representations for describing the documents in the corpus, including clustering and mixed membership models, such as latent Dirichlet allocation (LDA).  You will implement expectation maximization (EM) to learn the document clusterings, and see how to scale the methods using MapReduce.  Learning Outcomes:  By the end of this course, you will be able to:    -Create a document retrieval system using k-nearest neighbors.    -Identify various similarity metrics for text data.    -Reduce computations in k-nearest neighbor search by using KD-trees.    -Produce approximate nearest neighbors using locality sensitive hashing.    -Compare and contrast supervised and unsupervised learning tasks.    -Cluster documents by topic using k-means.    -Describe how to parallelize k-means using MapReduce.    -Examine probabilistic clustering approaches using mixtures models.    -Fit a mixture of Gaussian model using expectation maximization (EM).    -Perform mixed membership modeling using latent Dirichlet allocation (LDA).    -Describe the steps of a Gibbs sampler and how to use its output to draw inferences.    -Compare and contrast initialization techniques for non-convex optimization objectives.    -Implement these techniques in Python.",4.6,41.5 total hours,Beginner,Free,machin learn cluster retriev,case studi find similar document reader interest specif news articl want find similar articl recommend right notion similar moreov million document time want retriev new document need search document group similar document togeth discov new emerg topic document cover third case studi find similar document examin similar base algorithm retriev cours also examin structur represent describ document corpu includ cluster mix membership model latent dirichlet alloc lda implement expect maxim em learn document cluster see scale method use mapreduc learn outcom end cours abl creat document retriev system use k nearest neighbor identifi variou similar metric text data reduc comput k nearest neighbor search use kd tree produc approxim nearest neighbor use local sensit hash compar contrast supervis unsupervis learn task cluster document topic use k mean describ parallel k mean use mapreduc examin probabilist cluster approach use mixtur model fit mixtur gaussian model use expect maxim em perform mix membership model use latent dirichlet alloc lda describ step gibb sampler use output draw infer compar contrast initi techniqu non convex optim object implement techniqu python
"Global Health Security, Solidarity and Sustainability through the International Health Regulations",https://www.coursera.org/learn/international-health-regulations,"Welcome to the MOOC ""Global Health Security, Solidarity and Sustainability through the International Health Regulations"".  We are very excited to have you on board and hope you will enjoy the course!  In the coming 6 weeks, you will learn about the International Health Regulations (IHR), history of its creation and evolution, its major principles and implementation procedures, as well as challenges and future opportunities. We will talk about lessons learned from the previous epidemics and environmental disasters, and discuss possible future health threats and ways to respond to them in an efficient and timely manner. The goal of this MOOC is not only to promote knowledge on the IHR among the general public but also to help international health practitioners advance its implementation, contributing to the achievement of Sustainable Development Goals.   Our MOOC �Global Health Security, Solidarity and Sustainability through the International Health Regulations� is highly transdisciplinary and involves prominent experts from more than 15 leading institutions worldwide, including academia, international organizations, and local governments. Along with traditional e-learning resources, it gives access to a highly innovative teaching tool - virtual Simulator IHR 3.0 - a serious game where you can practice managing health crises from different perspectives. No matter which country you come from, this MOOC is free and open for anyone interested in learning more about such a powerful legal mechanism as the IHR.  Every week, you will get access to a new Module which includes a series of video lectures, accompanied by a list of recommended readings to deepen your knowledge on the proposed topic. Every module will have a number of practice exercises, such as in-video questions and practice quizzes based on the video lectures and readings, and a graded quiz to sum up everything that you've learned. At the end of the course, you will be asked to take a graded final quiz that you will need to complete (as well as each Module's graded quizzes) in order to pass the course and earn a Certificate if you chose this option at enrolment.  We encourage you to use Discussion Prompts and forums to discuss the course material with fellow students enrolled in the MOOC. You can greatly contribute to the learning process by posting your questions, commenting, or sharing your personal experiences and examples from your countries.  This MOOC was produced jointly by the University of Geneva (Switzerland), Centre Virchow-Villerm� for Public Health Paris-Berlin, Universit� Paris Descartes (France) and ANEO in close collaboration with the World Health Organization Headquarters (Geneva, Switzerland) and WHO Regional Office for the Eastern Mediterranean (Cairo, Egypt), with the financial aid of the Agence Nationale de la Recherche (France), UNIGE and WHO.  We wish you good luck with the MOOC and look forward to seeing you in our learning community!",4.8,10.5 total hours,Advanced,Free,global health secur solidar sustain intern health regul,welcom mooc global health secur solidar sustain intern health regul excit board hope enjoy cours come 6 week learn intern health regul ihr histori creation evolut major principl implement procedur well challeng futur opportun talk lesson learn previou epidem environment disast discuss possibl futur health threat way respond effici time manner goal mooc promot knowledg ihr among gener public also help intern health practition advanc implement contribut achiev sustain develop goal mooc global health secur solidar sustain intern health regul highli transdisciplinari involv promin expert 15 lead institut worldwid includ academia intern organ local govern along tradit e learn resourc give access highli innov teach tool virtual simul ihr 3 0 seriou game practic manag health crise differ perspect matter countri come mooc free open anyon interest learn power legal mechan ihr everi week get access new modul includ seri video lectur accompani list recommend read deepen knowledg propos topic everi modul number practic exercis video question practic quizz base video lectur read grade quiz sum everyth learn end cours ask take grade final quiz need complet well modul grade quizz order pass cours earn certif chose option enrol encourag use discuss prompt forum discuss cours materi fellow student enrol mooc greatli contribut learn process post question comment share person experi exampl countri mooc produc jointli univers geneva switzerland centr virchow villerm public health pari berlin universit pari descart franc aneo close collabor world health organ headquart geneva switzerland region offic eastern mediterranean cairo egypt financi aid agenc national de la recherch franc unig wish good luck mooc look forward see learn commun
Agile Projects: Creating User Stories with Value in Taiga,https://www.coursera.org/learn/agile-stories-mapping-taiga,"This guided project was developed to engage and harness your visionary and exploratory abilities. During this course, you will use input from previous phases of project development. Together we will identify, map, and analyse User Stories which are the components that make up the themes of the customer experience with the product and service.  This is an important step for individuals or companies wanting to map value for customer to product features in new products or services; also, for enhancing their existing offerings. By the end of this guided project, you will be fluent in identifying and creating User Stories for agile projects.   We will discuss directions for the next phase of the project development; furthermore, the learned concepts and tools will help you generate solutions for use as part of your project management solutions and in presentations to various stakeholders.",4.9,8.5 total hours,Beginner,Free,agil project creat user stori valu taiga,guid project develop engag har visionari exploratori abil cours use input previou phase project develop togeth identifi map analys user stori compon make theme custom experi product servic import step individu compani want map valu custom product featur new product servic also enhanc exist offer end guid project fluent identifi creat user stori agil project discuss direct next phase project develop furthermor learn concept tool help gener solut use part project manag solut present variou stakehold
Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,https://www.coursera.org/learn/corp-sustainability,"The achievement of a balanced economic, social and environmental development - as expressed in the UN Agenda 2030 for Sustainable Development - is recognized as one of the major challenges humanity is facing today. What is less clear is whether and how organizations can generate business opportunities and value for their stakeholders while tackling such challenges.  In this course, thought leaders in a wide variety of management and economics fields illustrate how to assess and seize the opportunities offered by these global emergencies. They will offer new ways to understand the purpose and the logic of success of the business enterprise in this new context, providing ideas and examples on how to manage the transition process to realize the value creation potential from corporate sustainability for all involved stakeholders.  Learning objectives The course will allow you to: - Understand What the macroeconomic and microeconomic consequences of both climate changes, poverty, hunger, gender or race discriminations, lack of communication between the State, Civil Societies, and businesses, etc are. - Understand Why it is important for businesses to tackle sustainability issues in order to create more and better business opportunities; - Learn How each individual, organization and system can start to analyze its behaviors and change towards more sustainable practices and models.",4.6,8 total hours,Intermediate,Paid,corpor sustain understand seiz strateg opportun,achiev balanc econom social environment develop express un agenda 2030 sustain develop recogn one major challeng human face today less clear whether organ gener busi opportun valu stakehold tackl challeng cours thought leader wide varieti manag econom field illustr assess seiz opportun offer global emerg offer new way understand purpos logic success busi enterpris new context provid idea exampl manag transit process realiz valu creation potenti corpor sustain involv stakehold learn object cours allow understand macroeconom microeconom consequ climat chang poverti hunger gender race discrimin lack commun state civil societi busi etc understand import busi tackl sustain issu order creat better busi opportun learn individu organ system start analyz behavior chang toward sustain practic model
Biohacking Your Brain's Health,https://www.coursera.org/learn/biohacking-your-brains-health,"With deteriorating health, particularly brain health, occurring at a global level, this course introduces you to methods for maximizing your brain's fitness through nutrition, exercise, meditation, and sleep. We'll debunk popular myths about prescribed practices for overall health and then uncover studies from the last few decades revealing practical routines and interventions that are proven to help improve the brain. You'll also get a glimpse at the brain's structure and common brain functions, as well as a ""prescription"" each week of tips for improving your brain's health.",4.7,6.5 total hours,Beginner,Paid,biohack brain health,deterior health particularli brain health occur global level cours introduc method maxim brain fit nutrit exercis medit sleep debunk popular myth prescrib practic overal health uncov studi last decad reveal practic routin intervent proven help improv brain also get glimps brain structur common brain function well prescript week tip improv brain health
Getting Started with AWS Machine Learning,https://www.coursera.org/learn/aws-machine-learning,"Machine learning (ML) is one of the fastest growing areas in technology and a highly sought after skillset in today�s job market. The World Economic Forum states the growth of artificial intelligence (AI) could create 58 million net new jobs in the next few years, yet it�s estimated that currently there are 300,000 AI engineers worldwide, but millions are needed. This means there is a unique and immediate opportunity for you to get started with learning the essential ML concepts that are used to build AI applications � no matter what your skill levels are. Learning the foundations of ML now, will help you keep pace with this growth, expand your skills and even help advance your career.   This course will teach you how to get started with AWS Machine Learning. Key topics include: Machine Learning on AWS, Computer Vision on AWS, and Natural Language Processing (NLP) on AWS. Each topic consists of several modules deep-diving into variety of ML concepts, AWS services as well as insights from experts to put the concepts into practice.",4.4,10.5 total hours,Beginner,Paid,get start aw machin learn,machin learn ml one fastest grow area technolog highli sought skillset today job market world econom forum state growth artifici intellig ai could creat 58 million net new job next year yet estim current 300 000 ai engin worldwid million need mean uniqu immedi opportun get start learn essenti ml concept use build ai applic matter skill level learn foundat ml help keep pace growth expand skill even help advanc career cours teach get start aw machin learn key topic includ machin learn aw comput vision aw natur languag process nlp aw topic consist sever modul deep dive varieti ml concept aw servic well insight expert put concept practic
"Literacy Teaching and Learning: Aims, Approaches and Pedagogies",https://www.coursera.org/learn/literacy-teaching-learning,"This course opens with an exploration of the social context and aims of literacy teaching and learning. It goes on to describe a range of historical and contemporary approaches to literacy pedagogy, including didactic, authentic, functional, and critical approaches. The course takes has a 'Multiliteracies' perspective, which aims to expand the definition of literacy to encompass today's multimodal communications, and the diversity of literacies across different social and culltural contexts. A Multiliteracies approach also suggests a broad range of activity types�experiential, conceptual, analytical and critical.  -------------------------------- Recommended Background --------------------------------  This course is designed for people interested in literacy teaching and learning, including people who may wish to join education as a profession, practicing teachers interested in exploring future directions for a vocation that is currently undergoing transformation, and community and workplace leaders who regard their mission to be in part ""educative.""  -------------------------------- Related Resources --------------------------------  This course is based on the following book:  https://www.amazon.com/Literacies-Mary-Kalantzis/dp/1107402190  Additional online resources are available here:  https://newlearningonline.com/literacies https://newlearningonline.com/transpositional-grammar  -------------------------------- Take this Course for Credit at the University of Illinois --------------------------------  This course has the same content and anticipates the same level of contribution by students in the e-Learning Ecologies course offered to graduate certificate, masters, and doctoral level students in the Learning Design and Leadership Program in the College of Education at the University of Illinois.  Of course, in the nature of MOOCs many people will just want to view the videos and casually join some of the discussions. Some people say that these limited kinds of participation offer evidence that MOOCs suffer from low retention rates. Far from it � we say that any level of engagement is good engagement.  On the other hand, if you would like to take this course for credit at the University of Illinois, you will find more information about our program here:  https://newlearningonline.com/kalantzis-and-cope/learning-design-and-leadership-program  And you can apply here:  https://education.illinois.edu/epol/programs-degrees/ldl  -------------------------------- The Learning Design and Leadership Series of MOOCs --------------------------------  This course is one of a series of eight MOOCs created by Bill Cope and Mary Kalantzis for the Learning Design and Leadership program at the University of Illinois. If you find this MOOC helpful, please join us in others!  e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age https://www.coursera.org/learn/elearning  New Learning: Principles and Patterns of Pedagogy https://www.coursera.org/learn/newlearning  Assessment for Learning https://www.coursera.org/learn/assessmentforlearning  Learning, Knowledge, and Human Development  https://www.coursera.org/learn/learning-knowledge-human-development  Ubiquitous Learning and Instructional Technologies https://www.coursera.org/learn/ubiquitouslearning  Negotiating Learner Differences: Towards Productive Diversity in Learning https://www.coursera.org/learn/learnerdifferences  Literacy Teaching and Learning: Aims, Approaches and Pedagogies https://www.coursera.org/learn/literacy-teaching-learning  Multimodal Literacies: Communication and Learning in the Era of Digital Media https://www.coursera.org/learn/multimodal-literacies",4.3,12 total hours,Advanced,Paid,literaci teach learn aim approach pedagogi,cours open explor social context aim literaci teach learn goe describ rang histor contemporari approach literaci pedagogi includ didact authent function critic approach cours take multiliteraci perspect aim expand definit literaci encompass today multimod commun divers literaci across differ social culltur context multiliteraci approach also suggest broad rang activ type experienti conceptu analyt critic recommend background cours design peopl interest literaci teach learn includ peopl may wish join educ profess practic teacher interest explor futur direct vocat current undergo transform commun workplac leader regard mission part educ relat resourc cours base follow book http www amazon com literaci mari kalantzi dp 1107402190 addit onlin resourc avail http newlearningonlin com literaci http newlearningonlin com transposit grammar take cours credit univers illinoi cours content anticip level contribut student e learn ecolog cours offer graduat certif master doctor level student learn design leadership program colleg educ univers illinoi cours natur mooc mani peopl want view video casual join discuss peopl say limit kind particip offer evid mooc suffer low retent rate far say level engag good engag hand would like take cours credit univers illinoi find inform program http newlearningonlin com kalantzi cope learn design leadership program appli http educ illinoi edu epol program degre ldl learn design leadership seri mooc cours one seri eight mooc creat bill cope mari kalantzi learn design leadership program univers illinoi find mooc help pleas join us other e learn ecolog innov approach teach learn digit age http www coursera org learn elearn new learn principl pattern pedagogi http www coursera org learn newlearn assess learn http www coursera org learn assessmentforlearn learn knowledg human develop http www coursera org learn learn knowledg human develop ubiquit learn instruct technolog http www coursera org learn ubiquitouslearn negoti learner differ toward product divers learn http www coursera org learn learnerdiffer literaci teach learn aim approach pedagogi http www coursera org learn literaci teach learn multimod literaci commun learn era digit media http www coursera org learn multimod literaci
Practical Machine Learning,https://www.coursera.org/learn/practical-machine-learning,"One of the most common tasks performed by data scientists and data analysts are prediction and machine learning. This course will cover the basic components of building and applying prediction functions with an emphasis on practical applications. The course will provide basic grounding in concepts such as training and tests sets, overfitting, and error rates. The course will also introduce a range of model based and algorithmic machine learning methods including regression, classification trees, Naive Bayes, and random forests. The course will cover the complete process of building prediction functions including data collection, feature creation, algorithms, and evaluation.",4.4,23 total hours,Beginner,Paid,practic machin learn,one common task perform data scientist data analyst predict machin learn cours cover basic compon build appli predict function emphasi practic applic cours provid basic ground concept train test set overfit error rate cours also introduc rang model base algorithm machin learn method includ regress classif tree naiv bay random forest cours cover complet process build predict function includ data collect featur creation algorithm evalu
Practical Machine Learning,https://www.coursera.org/learn/practical-machine-learning,"One of the most common tasks performed by data scientists and data analysts are prediction and machine learning. This course will cover the basic components of building and applying prediction functions with an emphasis on practical applications. The course will provide basic grounding in concepts such as training and tests sets, overfitting, and error rates. The course will also introduce a range of model based and algorithmic machine learning methods including regression, classification trees, Naive Bayes, and random forests. The course will cover the complete process of building prediction functions including data collection, feature creation, algorithms, and evaluation.",4.4,6.5 total hours,Beginner,Paid,practic machin learn,one common task perform data scientist data analyst predict machin learn cours cover basic compon build appli predict function emphasi practic applic cours provid basic ground concept train test set overfit error rate cours also introduc rang model base algorithm machin learn method includ regress classif tree naiv bay random forest cours cover complet process build predict function includ data collect featur creation algorithm evalu
TensorFlow for AI: Get to Know Tensorflow,https://www.coursera.org/learn/tensorflow-for-ai-get-to-know-tensorflow,"This guided project course is part of the ""Tensorflow for AI"" series, and this series presents material that builds on the first course of DeepLearning.AI TensorFlow Developer Professional Certificate offered at Coursera, which will help learners reinforce their skills and build more projects with Tensorflow.  In this 1-hour long project-based course, you will get to know the basics and main components of Tensorflow through hands-on exercises, and you will learn how to define, compile and train a neural network with Tensorflow, and you will get a bonus practical deep learning project implemented with Tensorflow. By the end of this project, you will have developed a deeper understanding of Tensorflow, learned how to build a neural network with Tensorflow, and learned practically how to use Tensorflow to implement AI projects so that you can start building and applying scalable models to real-world problems.  This class is for learners who want to use Python for building AI models with TensorFlow, and for learners who are currently taking a basic deep learning course or have already finished a deep learning course and are searching for a practical deep learning with TensorFlow project. Also, this project provides learners with deeper knowledge about the basics of Tensorflow and its main components and improves their skills in Tensorflow which helps them in fulfilling their career goals by adding this project to their portfolios.",4.7,5.5 total hours,Advanced,Paid,tensorflow ai get know tensorflow,guid project cours part tensorflow ai seri seri present materi build first cours deeplearn ai tensorflow develop profession certif offer coursera help learner reinforc skill build project tensorflow 1 hour long project base cours get know basic main compon tensorflow hand exercis learn defin compil train neural network tensorflow get bonu practic deep learn project implement tensorflow end project develop deeper understand tensorflow learn build neural network tensorflow learn practic use tensorflow implement ai project start build appli scalabl model real world problem class learner want use python build ai model tensorflow learner current take basic deep learn cours alreadi finish deep learn cours search practic deep learn tensorflow project also project provid learner deeper knowledg basic tensorflow main compon improv skill tensorflow help fulfil career goal ad project portfolio
